//CHER
		/////////////////////////////////////////////////////////////////////////////////////////////////
        //                                                                                             //
        //      Need Help? The Trader Mod has its own Channel on the DayZ Modders Discord Server!      //
        //                                                                                             //
        //      Only Singleline Comments work. Don't use Multiline Comments!                           //
        //      /* THIS COMMENT WILL CRASH THE SERVER! */                                              //
        //      // THIS COMMENT WORKS!                                                                 //
        //                                                                                             //
        /////////////////////////////////////////////////////////////////////////////////////////////////

<CurrencyName> #tm_Reais							// Currency Name (Only used for the Text in the upper right Corner of the Trader Menu)
	<Currency> Real_1, 	1					// Currency Classname, Currency Money Value
	<Currency> Real_2, 	2
	<Currency> Real_5, 	5
	<Currency> Real_10, 	10
	<Currency> Real_20, 	20
	<Currency> Real_50, 	50
	<Currency> Real_100, 	100
	<Currency> Real_200, 	200


<Trader> Consumiveis							// Trader Name (first Trader has ID = 0, second Trader has ID = 1, and so on..)
	<Category> Vegetais							// Category Name
		CaninaBerry,		         	*,		100,		30	// Item Classname, Quantity, Buyvalue, Sellvalue
		SambucusBerry,		        	*,		100,		30	// Quantity * means max value; Quantity V means Vehicle; Quantity VNK means Vehicle without Key; Quantity M means Magazine; Quantity W means Weapon; Quantity S means Steack Meat; Quantity K means Key Duplication
		Plum,					*,		100,		30	// Buyvalue -1 means it can not be bought
		Kiwi,					*,		100,		30	// Sellvalue -1 means it can not be selled
		FOG_Mustache_Brown,				*,		1000,		500
		FOG_Hooded_Cloak_Grey,				*,		1000,		500
		FOG_Hooded_Cloak_RG,				*,		1000,		500
		FOG_Hooded_Cloak_Black,				*,		1000,		500

	<Category> Operator Gear:NVG
		FOG_GPNVG_Tarzier,				*,		15000,		800
		FOG_GPNVG_Tarzier_Black,			*,		15000,		800
		FOG_GPNVG_Elite,				*,		15000,		800
		FOG_PVS31,				        *,		15000,		800
		FOG_PVS31_Wrapped,				*,		15000,		800
		FOG_PVS31_FDE,				        *,		15000,		800
		FOG_PVS31_FDE_Wrapped,				*,		15000,		800

	<Category> Operator Gear:Botas 
		FOG_Combat_HikingBoots_Brown,			*,		1200,		500
		FOG_Operator_Boots_CB,				*,		1200,		500
		FOG_Operator_Boots_Black,			*,		1200,		500
		FOG_Operator_Boots_RG,				*,		1200,		500

	<Category> Operator Gear:Coletes
		FOG_Vest_AVS_MC,				*,		15000,		1000
		FOG_Vest_AVS_CB,				*,		15000,		1000
		FOG_Vest_AVS_Black,				*,		15000,		1000
		FOG_Vest_AVS_RG,				*,		15000,		1000
		FOG_Vest_AVS_AOR1,				*,		15000,		1000
		FOG_Vest_AVS_AOR2,				*,		15000,		1000
		FOG_Vest_AVS_ALP,				*,		15000,		1000
		FOG_Vest_JPC_CB,				*,		15000,		1000
		FOG_Vest_JPC_MC,				*,		15000,		1000
		FOG_Vest_JPC_Black,				*,		15000,		1000
		FOG_Vest_JPC_RG,				*,		15000,		1000
		FOG_Vest_JPC_AOR1,				*,		15000,		1000
		FOG_Vest_JPC_AOR2,				*,		15000,		1000
		FOG_Vest_JPC_ALP,				*,		15000,		1000
		FOG_Vest_TacTec_CB,				*,		15000,		1000
		FOG_Vest_TacTec_RG,				*,		15000,		1000
		FOG_Vest_TacTec_Black,				*,		15000,		1000
		FOG_Vest_TacTec_Grey,				*,		15000,		1000
		FOG_Vest_Gen4_Black,				*,		15000,		1000
		FOG_Vest_Gen4_Green,				*,		15000,		1000
		FOG_Vest_Gen4_Tan,				*,		15000,		1000
		FOG_Vest_Gen4_EMR,				*,		15000,		1000
		FOG_Vest_Gen4_UCP,				*,		15000,		1000
		FOG_Vest_Gen4_NWU,				*,		15000,		1000
		FOG_Vest_Gen4_MARPAT,				*,		15000,		1000
		FOG_Vest_MMAC_MC,				*,		15000,		1000
		FOG_Vest_MMAC_CB,				*,		15000,		1000
		FOG_Vest_MMAC_Black,				*,		15000,		1000
		FOG_Vest_MMAC_RG,				*,		15000,		1000
		FOG_Vest_MMAC_AOR2,				*,		15000,		1000
		FOG_Vest_TV110T_Tan,				*,		15000,		1000
		FOG_Vest_TV110T_CB,				*,		15000,		1000
		FOG_Vest_TV110T_Black,				*,		15000,		1000
		FOG_Vest_TV110T_RG,				*,		15000,		1000
		FOG_Vest_TV110T_AU,				*,		15000,		1000
		FOG_Vest_TV110T_FG,				*,		15000,		1000
		FOG_Vest_TV110T_MC,				*,		15000,		1000
		FOG_Vest_Osprey_MC,				*,		15000,		1000
		FOG_Vest_Osprey_RG,				*,		15000,		1000
		FOG_Vest_Osprey_Grey,				*,		15000,		1000
		FOG_Vest_Osprey_CB,				*,		15000,		1000
		FOG_Vest_Osprey_Black,				*,		15000,		1000
		FOG_Vest_FCPC_MC,				*,		15000,		1000
		FOG_Vest_FCPC_RG,				*,		15000,		1000
		FOG_Vest_FCPC_CB,				*,		15000,		1000
		FOG_Vest_FCPC_Black,				*,		15000,		1000
		FOG_Vest_FCPC_MCB,				*,		15000,		1000
		FOG_Vest_FCPC_M81,				*,		15000,		1000
		FOG_Vest_FCPC_Grey,				*,		15000,		1000

	<Category> Operator Gear:Attachments
		FOG_TV110T_MagPouches_Tan,			*,		3500,		350
		FOG_TV110T_MagPouches_CB,			*,		3500,		350
		FOG_TV110T_MagPouches_Black,			*,		3500,		350
		FOG_TV110T_MagPouches_RG,			*,		3500,		350
		FOG_TV110T_MagPouches_AU,			*,		3500,		350
		FOG_TV110T_MagPouches_FG,			*,		3500,		350
		FOG_TV110T_MagPouches_MC,			*,		3500,		350
		FOG_TV110T_AdminPouch_Tan,			*,		3500,		350
		FOG_TV110T_AdminPouch_CB,			*,		3500,		350
		FOG_TV110T_AdminPouch_Black,			*,		3500,		350
		FOG_TV110T_AdminPouch_RG,			*,		3500,		350
		FOG_TV110T_AdminPouch_AU,			*,		3500,		350
		FOG_TV110T_AdminPouch_FG,			*,		3500,		350
		FOG_TV110T_AdminPouch_MC,			*,		3500,		350
		FOG_TV110T_FastMag_Tan,				*,		3500,		350
		FOG_TV110T_FastMag_CB,				*,		3500,		350
		FOG_TV110T_FastMag_Black,			*,		3500,		350
		FOG_TV110T_FastMag_RG,				*,		3500,		350
		FOG_TV110T_FastMag_AU,				*,		3500,		350
		FOG_TV110T_FastMag_FG,				*,		3500,		350
		FOG_TV110T_FastMag_MC,				*,		3500,		350
		FOG_TV110T_GrenadePouch_Tan,			*,		3500,		350
		FOG_TV110T_GrenadePouch_CB,			*,		3500,		350
		FOG_TV110T_GrenadePouch_Black,			*,		3500,		350
		FOG_TV110T_GrenadePouch_RG,			*,		3500,		350
		FOG_TV110T_GrenadePouch_AU,			*,		3500,		350
		FOG_TV110T_GrenadePouch_FG,			*,		3500,		350
		FOG_TV110T_GrenadePouch_MC,			*,		3500,		350
		FOG_TV110T_Medkit_Tan,				*,		3500,		350
		FOG_TV110T_Medkit_CB,				*,		3500,		350
		FOG_TV110T_Medkit_Black,			*,		3500,		350
		FOG_TV110T_Medkit_RG,				*,		3500,		350
		FOG_TV110T_Medkit_AU,				*,		3500,		350
		FOG_TV110T_Medkit_FG,				*,		3500,		350
		FOG_TV110T_Medkit_MC,				*,		3500,		350
		FOG_TV110T_UtilityPouch_Tan,			*,		3500,		350
		FOG_TV110T_UtilityPouch_CB,			*,		3500,		350
		FOG_TV110T_UtilityPouch_Black,			*,	        3500,		350
		FOG_TV110T_UtilityPouch_RG,			*,		3500,		350
		FOG_TV110T_UtilityPouch_AU,			*,		3500,		350
		FOG_TV110T_UtilityPouch_FG,			*,		3500,		350
		FOG_TV110T_UtilityPouch_MC,			*,		3500,		350
		FOG_Big_Patch_US_Colored,			*,		3500,		350
		FOG_Big_Patch_RedMan,				*,		3500,		350
		FOG_Big_Patch_FOG_cc,				*,		3500,		350
		FOG_Big_Patch_CrimeCo,				*,		3500,		350
		FOG_Pouch_Admin_Small_CB,			*,		3500,		350
		FOG_Pouch_Admin_Small_RG,			*,		3500,		350
		FOG_Pouch_Admin_Small_MC,			*,		3500,		350
		FOG_Pouch_Admin_Small_Black,			*,		3500,		350
		FOG_Pouch_Admin_Small_AOR1,			*,		3500,		350
		FOG_Pouch_Admin_Small_AOR2,			*,		3500,		350
		FOG_Pouch_Admin_Small_ALP,			*,		3500,		350
		FOG_Pouch_Belly_MC,				*,		3500,		350
		FOG_Pouch_Belly_AOR2,				*,		3500,		350
		FOG_Pouch_Belly_Black,				*,		3500,		350
		FOG_Pouch_Belly_CB,				*,		3500,		350
		FOG_Pouch_Belly_RG,				*,		3500,		350
		FOG_Pouch_Grenade_MC,				*,		3500,		350
		FOG_Pouch_Grenade_CB,				*,		3500,		350
		FOG_Pouch_Grenade_Grey,				*,		3500,		350
		FOG_Pouch_Grenade_RG,				*,		3500,		350
		FOG_Pouch_Grenade_Black,			*,		3500,		350
		FOG_Pouch_IFAK_Brown,				*,		3500,		350
		FOG_Pouch_IFAK_CB,				*,		3500,		350
		FOG_Pouch_IFAK_RG,				*,		3500,		350
		FOG_Pouch_IFAK_Grey,				*,		3500,		350
		FOG_Pouch_IFAK_Black,				*,		3500,		350
		FOG_Pouch_Mag_AVS_CB,				*,		3500,		350
		FOG_Pouch_Mag_AVS_RG,				*,		3500,		350
		FOG_Pouch_Mag_AVS_MC,				*,		3500,		350
		FOG_Pouch_Mag_AVS_Black,			*,		3500,		350
		FOG_Pouch_Mag_AVS_AOR1,				*,		3500,		350
		FOG_Pouch_Mag_AVS_AOR2,				*,		3500,		350
		FOG_Pouch_Mag_AVS_ALP,				*,		3500,		350
		FOG_JPC_Panel_CB_Flag_US,			*,		3500,		350
		FOG_JPC_Panel_RG_Flag_US,			*,		3500,		350
		FOG_JPC_Panel_Black_Flag_US,			*,		3500,		350
		FOG_JPC_Panel_MC_Flag_US,			*,		3500,		350
		FOG_JPC_Panel_AOR1_Flag_US,			*,		3500,		350
		FOG_JPC_Panel_AOR2_Flag_US,			*,		3500,		350
		FOG_Vest_PhoneCase1_Tan,			*,		3500,		350
		FOG_Vest_PhoneCase1_Grey,			*,		3500,		350
		FOG_Vest_PhoneCase1_Black,			*,		3500,		350
		FOG_Vest_PhoneCase1_RG,				*,		3500,		350
		FOG_Tourniquet,			         	*,		3500,		350
		FOG_Pouch_Mag_Kangaroo_MC,			*,		3500,		350
		FOG_Pouch_Mag_Kangaroo_AOR1,			*,		3500,		350
		FOG_Pouch_Mag_Kangaroo_AOR2,			*,		3500,		350
		FOG_Pouch_Mag_Kangaroo_Black,			*,		3500,		350
		FOG_Pouch_Mag_Kangaroo_RG,			*,		3500,		350
		FOG_Pouch_Mag_Kangaroo_CB,			*,		3500,		350
		FOG_Pouch_Mag_Kangaroo_ALP,			*,		3500,		350
		FOG_Pouch_Mag_BlueFor_MC,			*,		3500,		350
		FOG_Pouch_Mag_BlueFor_RG,			*,		3500,		350
		FOG_Pouch_Mag_BlueFor_CB,			*,		3500,		350
		FOG_Pouch_Mag_BlueFor_Black,			*,		3500,		350
		FOG_Pouch_Mag_BlueFor_AOR1,			*,		3500,		350
		FOG_Pouch_Mag_BlueFor_AOR2,			*,		3500,		350
		FOG_Pouch_Mag_BlueFor_ALP,			*,		3500,		350
		FOG_Pouch_Dump_MC,				*,		3500,		350
		FOG_Pouch_Dump_MCB,				*,		3500,		350
		FOG_Pouch_Dump_AOR2,				*,		3500,		350
		FOG_Pouch_Dump_Black,				*,		3500,		350
		FOG_Pouch_Dump_CB,				*,		3500,		350
		FOG_Pouch_Dump_RG,				*,		3500,		350
		FOG_Pouch_SingleMag_MC,				*,		3500,		350
		FOG_Pouch_SingleMag_MCB,			*,		3500,		350
		FOG_Pouch_SingleMag_RG,				*,		3500,		350
		FOG_Pouch_SingleMag_Black,			*,		3500,		350
		FOG_Pouch_SingleMag_CB,				*,		3500,		350
		FOG_Pouch_Esstac_MC,				*,		3500,		350
		FOG_Pouch_Esstac_Black,				*,		3500,		350
		FOG_Pouch_Esstac_ALP,				*,		3500,		350
		FOG_Pouch_Esstac_AOR1,				*,		3500,		350
		FOG_Pouch_Esstac_AOR2,				*,		3500,		350
		FOG_Pouch_Esstac_RG,				*,		3500,		350
		FOG_Pouch_Esstac_CB,				*,		3500,		350
		FOG_Pouch_Mag_KTAR_MC,				*,		3500,		350
		FOG_Pouch_Mag_KTAR_MCB,				*,		3500,		350
		FOG_Pouch_Mag_KTAR_RG,				*,		3500,		350
		FOG_Pouch_Mag_KTAR_CB,				*,		3500,		350
		FOG_Pouch_Mag_KTAR_Tan,				*,		3500,		350
		FOG_Pouch_Mag_KTAR_Black,			*,		3500,		350
		FOG_Pouch_Mag_TEAR_MC,				*,		3500,		350
		FOG_Pouch_Mag_TEAR_MCB,				*,		3500,		350
		FOG_Pouch_Mag_TEAR_RG,				*,		3500,		350
		FOG_Pouch_Mag_TEAR_CB,				*,		3500,		350
		FOG_Pouch_Mag_TEAR_Black,			*,		3500,		350
		FOG_FC_Panel_MC_Flag_US,			*,		3500,		350
		FOG_FC_Panel_MCT_Flag_US,			*,		3500,		350
		FOG_FC_Panel_Black_Flag_US,			*,		3500,		350
		FOG_FC_Panel_CB_Flag_US,			*,		3500,		350
		FOG_FC_Panel_RG_Flag_US,			*,		3500,		350
		FOG_FC_Panel_M81_Flag_US,			*,		3500,		350
		FOG_FC_Panel_ALP_Flag_US,			*,		3500,		350
		FOG_FC_Panel_AOR2_Flag_US,			*,		3500,		350
		FOG_Comtac3_Headphones_AJ,			*,		3500,		350
		FOG_Comtac3_Headphones_RG,			*,		3500,		350
		FOG_Comtac3_Headphones_Black,			*,		3500,		350
		FOG_Comtac_IV_CB,				*,		3500,		350
		FOG_Comtac_IV_RG,				*,		3500,		350
		FOG_Comtac_IV_Black,				*,		3500,		350
		FOG_SF_BatteryPack_Tan,				*,		3500,		350
		FOG_SF_BatteryPack_RG,				*,		3500,		350
		FOG_SF_BatteryPack_MC,				*,		3500,		350
		FOG_SF_BatteryPack_MCB,				*,	        3500,		350
		FOG_SF_BatteryPack_Black,			*,		3500,		350
		FOG_FastMT_Mandable_Tan,			*,		3500,		350
		FOG_FastMT_Mandable_MC,				*,		3500,		350
		FOG_FastMT_Mandable_Black,			*,		3500,		350
		FOG_FastMT_RAC_Tan,				*,		3500,		350
		FOG_Airframe_Cover_CB,				*,		3500,		350
		FOG_Airframe_Cover_MC,				*,		3500,		350
		FOG_Airframe_Cover_Black,			*,		3500,		350
		FOG_Airframe_Cover_MCB,				*,		3500,		350
		FOG_Airframe_Cover_RG,				*,		3500,		350
		FOG_Airframe_Cover_ALP,				*,		3500,		350
		FOG_Airframe_Cover_AOR1,			*,		3500,		350
		FOG_Airframe_Cover_AOR2,			*,		3500,		350
		FOG_RTGFB_Holster_Tan,				*,		3500,		350
		FOG_RTGFB_Holster_MC,				*,		3500,		350
		FOG_RTGFB_Holster_RG,				*,		3500,		350
		FOG_RTGFB_Holster_Black,			*,		3500,		350
		FOG_RTGFB_Holster_ALP,				*,		3500,		350
		FOG_SAS_Holster_Tan,				*,		3500,		350
		FOG_SAS_Holster_Black,				*,		3500,		350
		FOG_SAS_Holster_RG,				*,		3500,		350
		FOG_Pouch_LBT_MC,				*,		3500,		350
		FOG_Pouch_LBT_MCB,				*,		3500,		350

        <Category> MMG: goggles
		mmg_tac_goggles_red_green,	      	*,		50000,		500
		mmg_tac_goggles_red_black,	   	*,		50000,		500
		mmg_tac_goggles_red_tan,	      	*,		50000,		500

        <Category> MMG: Visor Tático
		MMG_tactical_visor_black,	      	*,		30000,		500
		MMG_tactical_visor_green,	   	*,		30000,		500
		MMG_tactical_visor_tan,	         	*,		30000,		500

        <Category> MMG: Trage policial
		MMG_tt_Vest_police,	         	*,		60000,		500
		MMG_tactical_helmet_police,	   	*,		40000,		500
		MMG_combatshirt_police,	        	*,		60000,		500
                MMG_combatpants_police,	        	*,		60000,		500

	<Category> MMG: ALPINE
		MMG_JPC_Vest_alpine,                      *,		45000,		300
		MMG_tt_Vest_alpine,                       *,		45000,		300
        	MMG_chestrig_alpine,                      *,		45000,		300
		MMG_MK_III_Armor_alpine,                  *,		45000,		300
		MMG_MK_V_Armor_alpine,                    *,		80000,		300
		MMG_Mag_Pouch_alpine,                     *,		20000,		300
		MMG_triple_magpouch_alpine,               *,		20000,		300
		MMG_double_magpouch_alpine,               *,		20000,		300
		MMG_Med_Pouch_alpine,                     *,		20000,		300
		MMG_ammo_pouch_alpine,                    *,		20000,		300
		MMG_tactical_pouch_alpine,                *,		20000,		300
		MMG_mk5_utility_pouch_alpine,             *,		20000,		300
		MMG_mk_V_grenade_pouch_alpine,            *,		20000,		300
		MMG_carrier_backpack_alpine,              *,		20000,		300
		MMG_supplybag_alpine,                     *,		400000,		300
		MMG_camelback_alpine,                     *,		20000,		300
		MMG_assault_pack_alpine,                  *,		20000,		300
		MMG_mmps_bag_alpine,                      *,		20000,		300
		MMG_falcon_b1_belt_alpine,                *,		25000,		300
		MMG_striker_helmet_alpine,                *,		25000,		300
		MMG_sheath_alpine,                        *,		20000,		300
		MMG_bottle_alpine,                        *,		20000,		300
		MMG_Holster_alpine,                       *,		20000,		300
		MMG_tactical_helmet_alpine,               *,		20000,		300
		MMG_operatorshirt_alpine,                 *,		20000,		300
		MMG_tactical_shirt_alpine,                *,		20000,		300
		MMG_combatshirt_alpine,                   *,		14000,		300
		MMG_combatpants_alpine,                   *,		14000,		300
		mmg_tactical_pants_alpine,                *,		40000,		300
		mmg_tactical_gloves_alpine,               *,		50000,		300
		MMG_boots_alpine,                         *,		25000,		300
		MMG_facemask_alpine,                      *,		25000,		300
		MMG_balaclava_alpine,                     *,		25000,		300
		mmg_boonie_alpine,                        *,		25000,		300

	<Category> MMG: UCP
		MMG_JPC_Vest_ucp,                 *,		45000,		300
		MMG_tt_Vest_ucp,                  *,		45000,		300
		MMG_chestrig_ucp,                 *,		45000,		300
		MMG_MK_III_Armor_ucp,             *,		45000,		300
		MMG_MK_V_Armor_ucp,               *,		80000,		300
		MMG_Mag_Pouch_ucp,                *,		20000,		300
		MMG_triple_magpouch_ucp,          *,		20000,		300
		MMG_double_magpouch_ucp,          *,		20000,		300
		MMG_Med_Pouch_ucp,                *,		20000,		300
		MMG_ammo_pouch_ucp,               *,		20000,		300
		MMG_tactical_pouch_ucp,           *,		20000,		300
		MMG_mk5_utility_pouch_ucp,        *,		20000,		300
		MMG_mk_V_grenade_pouch_ucp,       *,		20000,		300
		MMG_carrier_backpack_ucp,         *,		20000,		300
		MMG_supplybag_ucp,                *,		20000,		300
		MMG_assault_pack_ucp,             *,		20000,		300
		MMG_camelback_ucp,                *,		20000,		300
		MMG_mmps_bag_ucp,                 *,		20000,		300
		MMG_falcon_b1_belt_ucp,           *,		20000,		300
		MMG_tactical_helmet_ucp,          *,		20000,		300
		MMG_striker_helmet_ucp,           *,		20000,		300
		MMG_sheath_ucp,                   *,		20000,		300
		MMG_headphones_ucp,               *,		20000,		300
		MMG_bottle_ucp,                   *,		7000,		300
		MMG_Holster_ucp,                  *,		20000,		300
		MMG_operatorshirt_ucp,            *,		20000,		300
		MMG_tactical_shirt_ucp,           *,		20000,		300
		MMG_combatshirt_ucp,              *,		20000,		300
		MMG_combatpants_ucp,              *,		20000,		300
		mmg_tactical_gloves_ucp,          *,		30000,		300
		MMG_boots_ucp,                    *,		5000,		300
		MMG_facemask_ucp,                 *,		5000,		300
		MMG_balaclava_ucp,                *,		20000,		300
		mmg_boonie_ucp,                   *,		20000,		300

	<Category> MMG VERDE
		MMG_JPC_Vest_olive,                 *,		25000,		300
		MMG_MK_III_Armor_green,             *,		25000,		300
        	MMG_chestrig_green,                 *,		25000,		300
		MMG_tt_Vest_green,                  *,		25000,		300
		MMG_MK_V_Armor_green,               *,		40000,		300
		MMG_Mag_Pouch_olive,                *,		15000,		300
		MMG_triple_magpouch_green,          *,		15000,		300
		MMG_double_magpouch_green,          *,		15000,		300
		MMG_Med_Pouch_Olive,                *,		15000,		300
		MMG_ammo_pouch_olive,               *,		15000,		300
		MMG_tactical_pouch_green,           *,		15000,		300
		MMG_holster_pouch_green,            *,		15000,		300
		MMG_mk5_utility_pouch_green,        *,		15000,		300
		mmg_dump_pouch_green,               *,		15000,		300
		MMG_carrier_backpack_olive,         *,		15000,		300
		MMG_assault_pack_olive,             *,		15000,		300
		MMG_camelback_green,                *,		15000,		300
		MMG_mmps_bag_green,                 *,		15000,		300
		MMG_falcon_b1_belt_olive,           *,		15000,		300
		mmg_cargobelt_green,                *,		15000,		300
		MMG_tactical_helmet_green,          *,		15000,		300
		MMG_striker_helmet_green,           *,		15000,		300
		mmg_armored_helmet_green,           *,		15000,		300
		mmg_armored_helmet_visor_green,     *,		15000,		300
		MMG_headphones_green,               *,		15000,		300
		MMG_sheath_olive,                   *,		15000,		300
		MMG_bottle_olive,                   *,		7000,		300
		MMG_Holster_green,                  *,		15000,		300
		mmg_tac_goggles_red_green,          *,		30000,		300
		MMG_operatorshirt_green,            *,		15000,		300
		MMG_tactical_shirt_green,           *,		15000,		300
		MMG_combatshirt_green,              *,		15000,		300
		MMG_combatpants_olive,              *,		15000,		300
		mmg_tactical_pants_green,           *,		15000,		300
		mmg_tactical_gloves_green,          *,		15000,		300
		MMG_boots_green,                    *,		5000,		300
		MMG_facemask_green,                 *,		5000,		300
		MMG_balaclava_olive,                *,		15000,		300
		mmg_boonie_green,                   *,		15000,		300

	<Category> MMG Marron
		MMG_JPC_Vest_tan,                   *,		25000,		300
		MMG_tt_Vest_tan,                    *,		25000,		300
        	MMG_chestrig_tan,                   *,		25000,		300
		MMG_MK_III_Armor_tan,               *,		25000,		300
		MMG_MK_V_Armor_tan,                 *,		40000,		300
		MMG_Mag_Pouch_tan,                  *,		10000,		300
		MMG_triple_magpouch_tan,            *,		10000,		300
		MMG_double_magpouch_tan,            *,		10000,		300
		MMG_Med_Pouch_tan,                  *,		10000,		300
		MMG_ammo_pouch_tan,                 *,		10000,		300
		MMG_tactical_pouch_tan,             *,		10000,		300
		MMG_holster_pouch_tan,              *,		10000,		300
		MMG_mk5_utility_pouch_tan,          *,		10000,		300
		MMG_mk_V_grenade_pouch_tan,         *,		10000,		300
		MMG_carrier_backpack_tan,           *,		7000,		300
		mmg_dump_pouch_tan,                 *,		10000,		300
		MMG_assault_pack_tan,               *,		10000,		300
		MMG_camelback_tan,                  *,		15000,		300
		MMG_mmps_bag_tan,                   *,		10000,		300
		MMG_falcon_b1_belt_tan,             *,		15000,		300
		mmg_cargobelt_tan,                  *,		10000,		300
		MMG_tactical_helmet_tan,            *,		10000,		300
		MMG_striker_helmet_tan,             *,		10000,		300
		mmg_armored_helmet_tan,             *,		10000,		300
		mmg_armored_helmet_visor_tan,       *,		10000,		300
		MMG_headphones_tan,                 *,		10000,		300
		MMG_sheath_tan,                     *,		7000,		300
		MMG_bottle_tan,                     *,		7000,		300
		MMG_Holster_tan,                    *,		30000,		300
		mmg_tac_goggles_red_tan,            *,		10000,		300
		MMG_tactical_shirt_tan,             *,		15000,		300
		MMG_combatshirt_tan,                *,		15000,		300
		MMG_operatorshirt_tan,              *,		15000,		300
		MMG_combatpants_tan,                *,		15000,		300
		mmg_tactical_pants_tan,             *,		10000,		300
		mmg_tactical_gloves_tan,            *,		5000,		300
		MMG_boots_tan,                      *,		5000,		300
		MMG_facemask_tan,                   *,		10000,		300
		MMG_balaclava_tan,                  *,		10000,		300
		mmg_boonie_tan,                     *,		10000,		300

	<Category> Retextura: Variantes de Coletes Pesados 
		BRTX_HeavyVest_Kamikaze,			*,		50000,		2000
		BRTX_HeavyVest_KamikazeG,			*,		50000,		2000
		BRTX_HeavyVest_Spiderman,			*,		50000,		2000
		BRTX_HeavyVest_Anime,				*,		50000,		2000
		BRTX_HeavyVest_Anime2,				*,		50000,		2000
		BRTX_HeavyVest_Anime3,				*,		50000,		2000
		BRTX_HeavyVest_BeastMode,			*,		50000,		2000
		BRTX_HeavyVest_BeastW,				*,		50000,		2000
		BRTX_HeavyVest_Camo14,				*,		50000,		2000
